acc	0.802167	0.806556	0.809222	0.805278	0.819889	0.802389	0.807278	0.810611	0.812833	0.808000	0.808422	0.004968
bacc	0.802167	0.806556	0.809222	0.805278	0.819889	0.802389	0.807278	0.810611	0.812833	0.808000	0.808422	0.004968
spd	0.002133	0.002578	0.003267	0.002200	0.002000	0.002822	0.002067	0.003289	0.002756	0.002822	0.002593	0.000454
deo	0.014667	0.015741	0.015235	0.013642	0.013605	0.015160	0.016556	0.016333	0.013148	0.014099	0.014819	0.001124
eod	0.014111	0.015556	0.015111	0.013444	0.013556	0.014333	0.016556	0.016333	0.012778	0.014000	0.014578	0.001201
aaod	0.007889	0.008753	0.008753	0.007556	0.007605	0.008370	0.009049	0.009580	0.007444	0.008012	0.008301	0.000681
aed	0.002733	0.002311	0.001911	0.002222	0.002133	0.002867	0.002200	0.002911	0.002044	0.001822	0.002316	0.000370
time per epoch	22.929644	23.278985	23.432768	14.864396	10.659420	10.731370	10.902825	11.227801	10.223608	9.565613	14.781643	5.678896
