acc	0.839500	0.842000	0.837889	0.840333	0.831667	0.826056	0.834278	0.818556	0.829944	0.830000	0.833022	0.006925
bacc	0.839500	0.842000	0.837889	0.840333	0.831667	0.826056	0.834278	0.818556	0.829944	0.830000	0.833022	0.006925
spd	0.033156	0.030356	0.033511	0.034933	0.034800	0.030022	0.033933	0.030356	0.033489	0.030533	0.032509	0.001868
deo	0.135889	0.125333	0.135778	0.141111	0.137556	0.117000	0.136556	0.118444	0.137667	0.122222	0.130756	0.008541
eod	0.135889	0.125333	0.135778	0.141111	0.137556	0.117000	0.136556	0.118444	0.137667	0.122222	0.130756	0.008541
aaod	0.078815	0.072568	0.078963	0.082123	0.080469	0.068679	0.079543	0.069506	0.079790	0.071284	0.076174	0.004802
aed	0.005978	0.005867	0.007044	0.006711	0.007556	0.006622	0.006622	0.006667	0.005956	0.006089	0.006511	0.000515
time per epoch	66.453711	71.420886	71.418853	71.407724	71.310479	71.438352	77.230263	71.314112	71.377694	71.256917	71.462899	2.417785
